sample	celltype1	fastq1	fastq2	patient	sorting	sample_num	sample_plate	plate	Tumor	cell
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S41_R1_001_646.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S41_R2_001_646.fastq.gz	Mel04_3	3_CD45pos	41	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S41
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S42_R1_001_647.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S42_R2_001_647.fastq.gz	Mel04_3	3_CD45pos	42	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S42
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S43_R1_001_648.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S43_R2_001_648.fastq.gz	Mel04_3	3_CD45pos	43	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S43
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S44_R1_001_649.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S44_R2_001_649.fastq.gz	Mel04_3	3_CD45pos	44	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S44
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S46_R1_001_650.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S46_R2_001_650.fastq.gz	Mel04_3	3_CD45pos	46	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S46
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S47_R1_001_651.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S47_R2_001_651.fastq.gz	Mel04_3	3_CD45pos	47	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S47
Mel04_3	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S48_R1_001_652.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S48_R2_001_652.fastq.gz	Mel04_3	3_CD45pos	48	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S48
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S5_R1_001_653.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S5_R2_001_653.fastq.gz	Mel04_3	3_CD45pos	5	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S5
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S52_R1_001_654.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S52_R2_001_654.fastq.gz	Mel04_3	3_CD45pos	52	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S52
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S53_R1_001_655.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S53_R2_001_655.fastq.gz	Mel04_3	3_CD45pos	53	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S53
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S55_R1_001_656.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S55_R2_001_656.fastq.gz	Mel04_3	3_CD45pos	55	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S55
Mel04_3	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S58_R1_001_657.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S58_R2_001_657.fastq.gz	Mel04_3	3_CD45pos	58	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S58
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S59_R1_001_658.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S59_R2_001_658.fastq.gz	Mel04_3	3_CD45pos	59	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S59
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S6_R1_001_659.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S6_R2_001_659.fastq.gz	Mel04_3	3_CD45pos	6	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S6
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S60_R1_001_660.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S60_R2_001_660.fastq.gz	Mel04_3	3_CD45pos	60	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S60
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S62_R1_001_661.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S62_R2_001_661.fastq.gz	Mel04_3	3_CD45pos	62	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S62
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S65_R1_001_662.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S65_R2_001_662.fastq.gz	Mel04_3	3_CD45pos	65	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S65
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S66_R1_001_663.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S66_R2_001_663.fastq.gz	Mel04_3	3_CD45pos	66	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S66
Mel04_3	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S7_R1_001_664.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S7_R2_001_664.fastq.gz	Mel04_3	3_CD45pos	7	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S7
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S70_R1_001_665.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S70_R2_001_665.fastq.gz	Mel04_3	3_CD45pos	70	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S70
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S71_R1_001_666.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S71_R2_001_666.fastq.gz	Mel04_3	3_CD45pos	71	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S71
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S72_R1_001_667.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S72_R2_001_667.fastq.gz	Mel04_3	3_CD45pos	72	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S72
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S74_R1_001_668.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S74_R2_001_668.fastq.gz	Mel04_3	3_CD45pos	74	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S74
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S75_R1_001_669.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S75_R2_001_669.fastq.gz	Mel04_3	3_CD45pos	75	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S75
Mel04_3	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S76_R1_001_670.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S76_R2_001_670.fastq.gz	Mel04_3	3_CD45pos	76	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S76
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S77_R1_001_671.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S77_R2_001_671.fastq.gz	Mel04_3	3_CD45pos	77	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S77
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S78_R1_001_672.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S78_R2_001_672.fastq.gz	Mel04_3	3_CD45pos	78	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S78
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S79_R1_001_673.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S79_R2_001_673.fastq.gz	Mel04_3	3_CD45pos	79	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S79
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S8_R1_001_674.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S8_R2_001_674.fastq.gz	Mel04_3	3_CD45pos	8	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S8
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S80_R1_001_675.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S80_R2_001_675.fastq.gz	Mel04_3	3_CD45pos	80	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S80
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S81_R1_001_676.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S81_R2_001_676.fastq.gz	Mel04_3	3_CD45pos	81	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S81
Mel04_3	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S82_R1_001_677.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S82_R2_001_677.fastq.gz	Mel04_3	3_CD45pos	82	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S82
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S84_R1_001_678.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S84_R2_001_678.fastq.gz	Mel04_3	3_CD45pos	84	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S84
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S86_R1_001_679.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S86_R2_001_679.fastq.gz	Mel04_3	3_CD45pos	86	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S86
Mel04_3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S87_R1_001_680.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S87_R2_001_680.fastq.gz	Mel04_3	3_CD45pos	87	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S87
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S88_R1_001_681.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S88_R2_001_681.fastq.gz	Mel04_3	3_CD45pos	88	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S88
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S89_R1_001_682.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S89_R2_001_682.fastq.gz	Mel04_3	3_CD45pos	89	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S89
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S9_R1_001_683.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S9_R2_001_683.fastq.gz	Mel04_3	3_CD45pos	9	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S9
Mel04_3	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S90_R1_001_684.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S90_R2_001_684.fastq.gz	Mel04_3	3_CD45pos	90	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S90
Mel04_3	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S93_R1_001_685.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S93_R2_001_685.fastq.gz	Mel04_3	3_CD45pos	93	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S93
Mel04_3	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S95_R1_001_686.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S95_R2_001_686.fastq.gz	Mel04_3	3_CD45pos	95	0	3_CD45pos_P0	nonTumor	cy04_3_CD45pos_S95
Mel102	Tumor	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S1_R1_001_1091.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S1_R2_001_1091.fastq.gz	Mel102	CD45neg_CD90neg	1	0	CD45neg_CD90neg_P0	Tumor	cy102_CD45neg_CD90neg_S1
Mel102	Tumor	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S11_R1_001_1092.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S11_R2_001_1092.fastq.gz	Mel102	CD45neg_CD90neg	11	0	CD45neg_CD90neg_P0	Tumor	cy102_CD45neg_CD90neg_S11
Mel102	Tumor	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S13_R1_001_1093.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S13_R2_001_1093.fastq.gz	Mel102	CD45neg_CD90neg	13	0	CD45neg_CD90neg_P0	Tumor	cy102_CD45neg_CD90neg_S13
Mel102	Tumor	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S14_R1_001_1094.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S14_R2_001_1094.fastq.gz	Mel102	CD45neg_CD90neg	14	0	CD45neg_CD90neg_P0	Tumor	cy102_CD45neg_CD90neg_S14
Mel102	Tumor	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S15_R1_001_1095.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S15_R2_001_1095.fastq.gz	Mel102	CD45neg_CD90neg	15	0	CD45neg_CD90neg_P0	Tumor	cy102_CD45neg_CD90neg_S15
Mel102	Tumor	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S16_R1_001_1096.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S16_R2_001_1096.fastq.gz	Mel102	CD45neg_CD90neg	16	0	CD45neg_CD90neg_P0	Tumor	cy102_CD45neg_CD90neg_S16
Mel102	Tumor	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S17_R1_001_1097.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S17_R2_001_1097.fastq.gz	Mel102	CD45neg_CD90neg	17	0	CD45neg_CD90neg_P0	Tumor	cy102_CD45neg_CD90neg_S17
